split,example_type,pair_id,label,title_similarity,left_id,right_id,left_title,right_title,left_brand,right_brand,left_price,right_price,left_description,right_description,pair_text
train,hard_negative,1970599#48124573,0,100.0,1970599,48124573,"RAM Short Double Socket Arm 1\"" Balls","RAP-B-201U-A - RAM Composite Short Double Socket Arm for 1\"" Balls",RAM Mounts,RAM Mounts,24.95,,,,"[LEFT] [TITLE] RAM Short Double Socket Arm 1\"" Balls [BRAND] RAM Mounts [PRICE] 24.95 [PRICE_CURRENCY] AUD
[RIGHT] [TITLE] RAP-B-201U-A - RAM Composite Short Double Socket Arm for 1\"" Balls [BRAND] RAM Mounts"
train,hard_negative,66113073#67076258,0,100.0,66113073,67076258,"RAP-B-224-1U - RAM Composite 3.3\"" Diameter Suction Cup Base with 1\"" Ball","RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball",RAM Mounts,,,17.49,,"Are you one of those aviators who operates an array of aircraft types; everything from piston singles to twin turboprops to wide-body airliners? If you frequently alternate between Boeings and Beechcrafts, Cubs and Citations, the RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball is just the electronics attachment item that easily adapts to all of your aerial rides.Rather than juggling an assortment of yoke clamps and glareshield bases, just throw this suction mount in your flight bag and rest assured it will fit the bill in any & all of the planes you pilot. The unit's 3.3\"" twist-lock suction head provides an exceptionally tenacious hold on glass, acrylic, and virtually any other smooth, non-porous surface. It also features a 1\"" rubber ball head that perfectly complements a variety of RAM's articulating arms and cradles/cases (sold separately), allowing you to enjoy hands-free in-flight access to the electronic gadget(s) of your choice. When you eventually come down to Earth, the base is also ideally suited for use on your automobile's windshield. A robust, proven electronics anchoring tool that effortlessly adjusts to the demands of your assorted aeronautical activities.","[LEFT] [TITLE] RAP-B-224-1U - RAM Composite 3.3\"" Diameter Suction Cup Base with 1\"" Ball [BRAND] RAM Mounts
[RIGHT] [TITLE] RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball [DESCRIPTION] Are you one of those aviators who operates an array of aircraft types; everything from piston singles to twin turboprops to wide-body airliners? If you frequently alternate between Boeings and Beechcrafts, Cubs and Citations, the RAM 3.3\"" Diameter Suction Cup Base with 1\"" Ball is just the electronics attachment item that easily adapts to all of your aerial rides.Rather than juggling an assortment of yoke clamps and glareshield bases, just throw this suction mount in your flight bag and rest assured it will fit the bill in any & all of the planes you pilot. The unit's 3.3\"" twist-lock suction head provides an exceptionally tenacious hold on glass, acrylic, and virtually any other smooth, non-porous surface. It also features a 1\"" rubber ball head that perfectly complements a variety of RAM's articulating arms and cradles/cases (sold separately), allowing you to enjoy hands-free in-flight access to the electronic gadget(s) of your choice. When you eventually come down to Earth, the base is also ideally suited for use on your automobile's windshield. A robust, proven electronics anchoring tool that effortlessly adjusts to the demands of your assorted aeronautical activities. [PRICE] 17.49 [PRICE_CURRENCY] USD"
train,hard_negative,74270481#66264990,0,98.0,74270481,66264990,Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr,Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr,Swiss Military Hanowa,Swiss Military Hanowa,249.00,249.00,Steel Swiss Made Watch with Date,Black & Steel Swiss Made Watch with Date,"[LEFT] [TITLE] Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr [BRAND] Swiss Military Hanowa [DESCRIPTION] Steel Swiss Made Watch with Date [PRICE] 249.00 [PRICE_CURRENCY] EUR
[RIGHT] [TITLE] Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr [BRAND] Swiss Military Hanowa [DESCRIPTION] Black & Steel Swiss Made Watch with Date [PRICE] 249.00 [PRICE_CURRENCY] EUR"
train,hard_negative,41256110#80922548,0,97.95918367346938,41256110,80922548,LaCie 5TB HDD External Mobile Drive - Moon Silver,LaCie 2TB HDD External Mobile Drive - Moon Silver,,,159.99,99.99,"Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut design has an edge like no other.More Capacity for More MemoriesWhen it comes to our digital lives, not much tops the affection we have for photos and videos. And these memories add fast. LaCie Mobile Drive offers 5TB of massive on-the-go space for everything worth storing and backing up. Even music, movies, and personal documents. There to help you is LaCie Toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.An Ultra Compatible, Ultra Portable Hard DriveYou can use this LaCie Mobile Drive with both Mac and Windows out of the box, no need to reformat. It also comes with a reversible USB-C cable for ultra-fast transfers with USB 3.1 Gen2 or Thunderbolt 3 computers as well as a USB 3.0 to USB-C cable for legacy laptops.Back Up and Stand OutFor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. Celebrating this expertise and commitment is an exclusive diamond-cut anniversary design.","Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut design has an edge like no other.More Capacity for More MemoriesWhen it comes to our digital lives, not much tops the affection we have for photos and videos. And these memories add fast. LaCie Mobile Drive offers 2TB of massive on-the-go space for everything worth storing and backing up. Even music, movies, and personal documents. There to help you is LaCie Toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.An Ultra Compatible, Ultra Portable Hard DriveYou can use this LaCie Mobile Drive with both Mac and Windows out of the box, no need to reformat. It also comes with a reversible USB-C cable for ultra-fast transfers with USB 3.1 Gen2 or Thunderbolt 3 computers as well as a USB 3.0 to USB-C cable for legacy laptops.Back Up and Stand OutFor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. Celebrating this expertise and commitment is an exclusive diamond-cut anniversary design.","[LEFT] [TITLE] LaCie 5TB HDD External Mobile Drive - Moon Silver [DESCRIPTION] Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut design has an edge like no other.More Capacity for More MemoriesWhen it comes to our digital lives, not much tops the affection we have for photos and videos. And these memories add fast. LaCie Mobile Drive offers 5TB of massive on-the-go space for everything worth storing and backing up. Even music, movies, and personal documents. There to help you is LaCie Toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.An Ultra Compatible, Ultra Portable Hard DriveYou can use this LaCie Mobile Drive with both Mac and Windows out of the box, no need to reformat. It also comes with a reversible USB-C cable for ultra-fast transfers with USB 3.1 Gen2 or Thunderbolt 3 computers as well as a USB 3.0 to USB-C cable for legacy laptops.Back Up and Stand OutFor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. Celebrating this expertise and commitment is an exclusive diamond-cut anniversary design. [PRICE] 159.99 [PRICE_CURRENCY] GBP
[RIGHT] [TITLE] LaCie 2TB HDD External Mobile Drive - Moon Silver [DESCRIPTION] Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut design has an edge like no other.More Capacity for More MemoriesWhen it comes to our digital lives, not much tops the affection we have for photos and videos. And these memories add fast. LaCie Mobile Drive offers 2TB of massive on-the-go space for everything worth storing and backing up. Even music, movies, and personal documents. There to help you is LaCie Toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.An Ultra Compatible, Ultra Portable Hard DriveYou can use this LaCie Mobile Drive with both Mac and Windows out of the box, no need to reformat. It also comes with a reversible USB-C cable for ultra-fast transfers with USB 3.1 Gen2 or Thunderbolt 3 computers as well as a USB 3.0 to USB-C cable for legacy laptops.Back Up and Stand OutFor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. Celebrating this expertise and commitment is an exclusive diamond-cut anniversary design. [PRICE] 99.99 [PRICE_CURRENCY] GBP"
train,hard_negative,75169795#48673861,0,97.91666666666667,75169795,48673861,Samsung T7 Touch Portable SSD Drive [2TB](Black),Samsung T7 Touch Portable SSD Drive [1TB](Black),,,649,319,"Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body","Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body","[LEFT] [TITLE] Samsung T7 Touch Portable SSD Drive [2TB](Black) [DESCRIPTION] Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body [PRICE] 649 [PRICE_CURRENCY] AUD
[RIGHT] [TITLE] Samsung T7 Touch Portable SSD Drive [1TB](Black) [DESCRIPTION] Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body [PRICE] 319 [PRICE_CURRENCY] AUD"
train,suspicious_positive,32709637#32904204,1,13.043478260869563,32709637,32904204,3M MOBILE INTERACTIVE SOLUTION PF220W9F LIGHTWEIGHT FRAMED PRIVACY FILTER,"3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen",3M,,178.23,1686.00,Condition : New,"3M Privacy filter framed lightweight 18, 1\""\""-20\""\"" widescreen (7000059517) - Typ: Skärmskydd","[LEFT] [TITLE] 3M MOBILE INTERACTIVE SOLUTION PF220W9F LIGHTWEIGHT FRAMED PRIVACY FILTER [BRAND] 3M [DESCRIPTION] Condition : New [PRICE] 178.23 [PRICE_CURRENCY] USD
[RIGHT] [TITLE] 3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen [DESCRIPTION] 3M Privacy filter framed lightweight 18, 1\""\""-20\""\"" widescreen (7000059517) - Typ: Skärmskydd [PRICE] 1686.00 [PRICE_CURRENCY] SEK"
train,suspicious_positive,56904801#26230801,1,13.913043478260875,56904801,26230801,TISSOT HERITAGE VISODATE QUARTZ T118.410.11.057.00 (T118.410.11.057.00),Tissot VisoDate Heritage Mesh Bracelet Watch,,,292.50,195,,"Tissot Visodate Gents Watch by Peter Jackson the Jeweller. 1853 saw the birth of Tissot, one of the biggest Swiss watch brands of today. For more information, call 01772 254453.","[LEFT] [TITLE] TISSOT HERITAGE VISODATE QUARTZ T118.410.11.057.00 (T118.410.11.057.00) [PRICE] 292.50 [PRICE_CURRENCY] EUR
[RIGHT] [TITLE] Tissot VisoDate Heritage Mesh Bracelet Watch [DESCRIPTION] Tissot Visodate Gents Watch by Peter Jackson the Jeweller. 1853 saw the birth of Tissot, one of the biggest Swiss watch brands of today. For more information, call 01772 254453. [PRICE] 195 [PRICE_CURRENCY] GBP"
train,suspicious_positive,40769172#48782429,1,14.583333333333329,40769172,48782429,GPSMAP® 66s Multisatellite handheld with sensors,GARMIN MAP66S MULTI-SATELLITE HANDHELD NAVIGATOR,,GARMIN,399.99,0.0,"Premium GPS handheld with BirdsEye Satellite Imagery subscription and TopoActive mapsLarge, 3” sunlight-readable colour display for easy viewingMultiple Global Navigation Satellite Systems (GNSS) support to track your travels in more challenging environments than GPS alone, plus three-axis compass and barometric altimeterAccess to BirdsEye satellite imagery with direct-to-device downloads and no annual subscription, and preloaded TopoActive European mapsExpanded wireless connectivity supports Active Weather for up-to-date forecasts and animated weather radar, and Geocaching Live for mobile syncing and updatesCompatible with Garmin Explore™website and app to help you manage tracks, routes and waypoints, and review statistics from the fieldLED flashlight function plus up to 16 hours of battery life in GPS mode and 1 week in expedition mode for fewer chargesRead MoreNavigate your next outdoor adventure with the GPSMAP 66 series. Whether you’re hiking, mountain biking, climbing, geocaching, kayaking or working in outdoor environments, you can explore more with this iconic, rugged handheld with a 3” colour display. It features access to BirdsEye Satellite Imagery subscription with direct-to-device downloads to help you find your way, plus preloaded TopoActive Europeanmaps on GPSMAP 66st. And it offers multi-satellite support as well as wireless connectivity for Active Weather, direct downloads and Garmin Explore compatibility.Get your bearingsIn addition to multi-GNSS support, the GPSMAP 66 series provides ABC (altimeter, barometer and compass) sensor capabilities to track your journey. The built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure. The three-axis electronic compass keeps your bearing whether you’re moving or not. See where you're headedGet a better picture of your location with high-resolution photo-realistic views of your route, thanks to direct-to-device downloads of BirdsEye satellite imagery —without an annual subscription. You’ll see a true representation of your surroundings to find trails, trailheads and clearings for campsites, to find parks and parking for geocaching, and even to create waypoints based on landmarks.Plus, GPSMAP 66st comes preloaded with TopoActive European maps. You’ll see every hill and valley, with more detail than ever —including terrain contours, topographic elevations, summits, parks, coastlines, rivers, lakes and geographical points. Stay tuned to conditionsYou’ll always stay informed of weather conditions when you pair your GPSMAP 66 series device via Bluetooth®to acompatible smartphone. Receive Active Weather updates for real-time forecast information, including predictive maps for temperature, wind, precipitation and clouds. It also provides live weather radar so you’re aware of inclement weather that can affect your outdoor adventures. Find your cacheGPSMAP 66s and GPSMAP 66st devices make it easier than ever to enjoy your geocaching experience. Set it to automatically update with all the latest caches fromGeocaching Live, including cache descriptions, logs and hints. With a Wi-Fi®connection or throughGarmin Connect™on a compatible smartphone, you’ll avoid manually entering coordinates or printing out cache details on paper — and each find will automatically upload to yourGeocaching.comprofile.    Explore with GarminEven when you’re offline and have no mobile connection, the GPSMAP 66 series pairs with theGarmin Explore mobile appto let you plan, review and sync data, including waypoints, routes and tracks.Plus, you can review completed activities while still in the field, even when you’re off the grid. Once you’re home again, plan for future trips and review previous activities from theGarmin Explore website.   Utility in adverse environmentsBe prepared for the most extreme adventures. The GPSMAP 66 series offers up to 16 hours of battery life in GPS mode and 1 week in expedition mode (with two AA batteries) for fewer charges. It provides an LED flashlight and SOS beacon that can be used to signal for help. It’s built to military standards for thermal, shock and water performance (MIL-STD-810G), and it’s even compatible with night vision goggles.    The Bluetooth®word mark and logos are registered trademarks owned by Bluetooth SIG, Inc. and any use of such marks by Garmin is under license. Wi-Fi®is a registered trademark of the Wi-Fi Alliance.AVAILABLE ACCESSORIESAdd to WishlistAC Adapter Cable€24.99Add to cartOut of stockAdd to WishlistHigh-speed Multi-charger€22.00Read moreAdd to WishlistUSB Power Adapter€24.99Add to cartAdd to Wishlisttempe™€29.99Add to cartAdd to WishlistHRM-Dual™€79.99Add to cartAdd to WishlistHRM-Pro™€129.99Add to cartAdd to WishlistCadence Sensor 2€47.00Add to cartAdd to WishlistSpeed Sensor 2€47.00Add to cartAdd to WishlistBackpack Tether€24.99Add to cartAdd to WishlistFixed Mount For Handhelds€28.99Add to cartAdd to WishlistMount for Bike/Golf Trolley/Golf Buggy€12.50Add to cartAdd to WishlistQuick Release Lanyard€14.99Add to cartAdd to WishlistReplacement Magnets & Cable Ties for GSC10€12.00Add to cartAdd to WishlistSwivel Belt Clip€10.00Add to cartOut of stockAdd to WishlistUniversal Carrying Case€19.00Read more",,"[LEFT] [TITLE] GPSMAP® 66s Multisatellite handheld with sensors [DESCRIPTION] Premium GPS handheld with BirdsEye Satellite Imagery subscription and TopoActive mapsLarge, 3” sunlight-readable colour display for easy viewingMultiple Global Navigation Satellite Systems (GNSS) support to track your travels in more challenging environments than GPS alone, plus three-axis compass and barometric altimeterAccess to BirdsEye satellite imagery with direct-to-device downloads and no annual subscription, and preloaded TopoActive European mapsExpanded wireless connectivity supports Active Weather for up-to-date forecasts and animated weather radar, and Geocaching Live for mobile syncing and updatesCompatible with Garmin Explore™website and app to help you manage tracks, routes and waypoints, and review statistics from the fieldLED flashlight function plus up to 16 hours of battery life in GPS mode and 1 week in expedition mode for fewer chargesRead MoreNavigate your next outdoor adventure with the GPSMAP 66 series. Whether you’re hiking, mountain biking, climbing, geocaching, kayaking or working in outdoor environments, you can explore more with this iconic, rugged handheld with a 3” colour display. It features access to BirdsEye Satellite Imagery subscription with direct-to-device downloads to help you find your way, plus preloaded TopoActive Europeanmaps on GPSMAP 66st. And it offers multi-satellite support as well as wireless connectivity for Active Weather, direct downloads and Garmin Explore compatibility.Get your bearingsIn addition to multi-GNSS support, the GPSMAP 66 series provides ABC (altimeter, barometer and compass) sensor capabilities to track your journey. The built-in altimeter provides elevation data to accurately monitor ascent and descent, while the barometer can be used to predict weather changes by showing short-term trends in air pressure. The three-axis electronic compass keeps your bearing whether you’re moving or not. See where you're headedGet a better picture of your location with high-resolution photo-realistic views of your route, thanks to direct-to-device downloads of BirdsEye satellite imagery —without an annual subscription. You’ll see a true representation of your surroundings to find trails, trailheads and clearings for campsites, to find parks and parking for geocaching, and even to create waypoints based on landmarks.Plus, GPSMAP 66st comes preloaded with TopoActive European maps. You’ll see every hill and valley, with more detail than ever —including terrain contours, topographic elevations, summits, parks, coastlines, rivers, lakes and geographical points. Stay tuned to conditionsYou’ll always stay informed of weather conditions when you pair your GPSMAP 66 series device via Bluetooth®to acompatible smartphone. Receive Active Weather updates for real-time forecast information, including predictive maps for temperature, wind, precipitation and clouds. It also provides live weather radar so you’re aware of inclement weather that can affect your outdoor adventures. Find your cacheGPSMAP 66s and GPSMAP 66st devices make it easier than ever to enjoy your geocaching experience. Set it to automatically update with all the latest caches fromGeocaching Live, including cache descriptions, logs and hints. With a Wi-Fi®connection or throughGarmin Connect™on a compatible smartphone, you’ll avoid manually entering coordinates or printing out cache details on paper — and each find will automatically upload to yourGeocaching.comprofile.    Explore with GarminEven when you’re offline and have no mobile connection, the GPSMAP 66 series pairs with theGarmin Explore mobile appto let you plan, review and sync data, including waypoints, routes and tracks.Plus, you can review completed activities while still in the field, even when you’re off the grid. Once you’re home again, plan for future trips and review previous activities from theGarmin Explore website.   Utility in adverse environmentsBe prepared for the most extreme adventures. The GPSMAP 66 series offers up to 16 hours of battery life in GPS mode and 1 week in expedition mode (with two AA batteries) for fewer charges. It provides an LED flashlight and SOS beacon that can be used to signal for help. It’s built to military standards for thermal, shock and water performance (MIL-STD-810G), and it’s even compatible with night vision goggles.    The Bluetooth®word mark and logos are registered trademarks owned by Bluetooth SIG, Inc. and any use of such marks by Garmin is under license. Wi-Fi®is a registered trademark of the Wi-Fi Alliance.AVAILABLE ACCESSORIESAdd to WishlistAC Adapter Cable€24.99Add to cartOut of stockAdd to WishlistHigh-speed Multi-charger€22.00Read moreAdd to WishlistUSB Power Adapter€24.99Add to cartAdd to Wishlisttempe™€29.99Add to cartAdd to WishlistHRM-Dual™€79.99Add to cartAdd to WishlistHRM-Pro™€129.99Add to cartAdd to WishlistCadence Sensor 2€47.00Add to cartAdd to WishlistSpeed Sensor 2€47.00Add to cartAdd to WishlistBackpack Tether€24.99Add to cartAdd to WishlistFixed Mount For Handhelds€28.99Add to cartAdd to WishlistMount for Bike/Golf Trolley/Golf Buggy€12.50Add to cartAdd to WishlistQuick Release Lanyard€14.99Add to cartAdd to WishlistReplacement Magnets & Cable Ties for GSC10€12.00Add to cartAdd to WishlistSwivel Belt Clip€10.00Add to cartOut of stockAdd to WishlistUniversal Carrying Case€19.00Read more [PRICE] 399.99 [PRICE_CURRENCY] EUR
[RIGHT] [TITLE] GARMIN MAP66S MULTI-SATELLITE HANDHELD NAVIGATOR [BRAND] GARMIN [PRICE] 0.0 [PRICE_CURRENCY] USD"
train,suspicious_positive,71288132#86663045,1,15.151515151515156,71288132,86663045,BICYCLE-CHAIN-CN-6701-ULTEGRA-FOR-10-SPEED-116-LINKS-W/O-END-PIN-W/AMPOULE-TYPE-CONNECT-PIN-X1,Shimano Ultegra CN-6701 10 Speed Chain,SHIMANO,,12.0,52.99,"BICYCLE CHAIN, CN-6701, ULTEGRA, FOR 10-SPEED, 116 LINKS, W/O END PIN, W/AMPOULE TYPE CONNECT PIN X1, IND.PACK","The Shimano CN-6701 chain is designed for 2x10-speed drivetrains. Thanks to optimised outer plates, it delivers improved performance for Road bikes, while maintaining the same durability and weight (compared to the CN-6700). The HG technology ensures optimised contact to the chainring and cassette teeth and therefore smooth shifts. Caution, CN-6701 is directional, which must be observed during installation.Super slim HG 10-speed chain for all Shimano 2x10-speed Road bike drivetrainsOptimised outer plates (zinc-aluminium-coated) for smooth shifting and less chain jamming in frontOptimised inner plates (grey) for smoother rear shiftingPerforated, ultralight platesLess stress when shifting under loadSmooth-shifting even under high loadImproved press-fit construction for stable shiftingPerformance indicator: advanced (level 2 out of 3)","[LEFT] [TITLE] BICYCLE-CHAIN-CN-6701-ULTEGRA-FOR-10-SPEED-116-LINKS-W/O-END-PIN-W/AMPOULE-TYPE-CONNECT-PIN-X1 [BRAND] SHIMANO [DESCRIPTION] BICYCLE CHAIN, CN-6701, ULTEGRA, FOR 10-SPEED, 116 LINKS, W/O END PIN, W/AMPOULE TYPE CONNECT PIN X1, IND.PACK [PRICE] 12.0 [PRICE_CURRENCY] OMR
[RIGHT] [TITLE] Shimano Ultegra CN-6701 10 Speed Chain [DESCRIPTION] The Shimano CN-6701 chain is designed for 2x10-speed drivetrains. Thanks to optimised outer plates, it delivers improved performance for Road bikes, while maintaining the same durability and weight (compared to the CN-6700). The HG technology ensures optimised contact to the chainring and cassette teeth and therefore smooth shifts. Caution, CN-6701 is directional, which must be observed during installation.Super slim HG 10-speed chain for all Shimano 2x10-speed Road bike drivetrainsOptimised outer plates (zinc-aluminium-coated) for smooth shifting and less chain jamming in frontOptimised inner plates (grey) for smoother rear shiftingPerforated, ultralight platesLess stress when shifting under loadSmooth-shifting even under high loadImproved press-fit construction for stable shiftingPerformance indicator: advanced (level 2 out of 3) [PRICE] 52.99 [PRICE_CURRENCY] NZD"
train,suspicious_positive,48868171#10496,1,15.384615384615387,48868171,10496,ZEBRA 800033-801 BLACK RIBBON (1000 PRINTS),Zebra TrueColours ix Series Monochrome - 1 - black - print ribbon,,,9.5,28.99,"The Zebra 800015-101 black ribbon utilises thermal printer ribbon technology to guarantee outstanding print results. The monochrome resin is perfect for printing detailed text and accurate barcodes. It also comes complete with an adhesive cleaning roller to ensure all cards are of the highest printed standard. 1,000 prints per roll Black monochrome ribbon Use genuine Zebra products only to ensure quality performanceManufacturer part number: 800015-101","Zebra TrueColours i Series monochrome ribbons use \""thermal transfer\"" printing technology, a process by which a heated printhead is used to transfer a digitized image from the ribbon to the surface of the card. Monochrome ribbons can be used on all Zebra card printers.","[LEFT] [TITLE] ZEBRA 800033-801 BLACK RIBBON (1000 PRINTS) [DESCRIPTION] The Zebra 800015-101 black ribbon utilises thermal printer ribbon technology to guarantee outstanding print results. The monochrome resin is perfect for printing detailed text and accurate barcodes. It also comes complete with an adhesive cleaning roller to ensure all cards are of the highest printed standard. 1,000 prints per roll Black monochrome ribbon Use genuine Zebra products only to ensure quality performanceManufacturer part number: 800015-101 [PRICE] 9.5 [PRICE_CURRENCY] GBP
[RIGHT] [TITLE] Zebra TrueColours ix Series Monochrome - 1 - black - print ribbon [DESCRIPTION] Zebra TrueColours i Series monochrome ribbons use \""thermal transfer\"" printing technology, a process by which a heated printhead is used to transfer a digitized image from the ribbon to the surface of the card. Monochrome ribbons can be used on all Zebra card printers. [PRICE] 28.99 [PRICE_CURRENCY] CAD"
valid,positive,66718913#63697794,1,100.0,66718913,63697794,Samsung Portable SSD T7 2TB,Samsung Dysk SSD Portable T7 2TB USB 3.2 GEN.2 BLUE,,,739.92,1652.99,"Samsung Portable SSD T7 2TB, Blue",,"[LEFT] [TITLE] Samsung Portable SSD T7 2TB [DESCRIPTION] Samsung Portable SSD T7 2TB, Blue [PRICE] 739.92 [PRICE_CURRENCY] лв.
[RIGHT] [TITLE] Samsung Dysk SSD Portable T7 2TB USB 3.2 GEN.2 BLUE [PRICE] 1652.99 [PRICE_CURRENCY] PLN"
valid,positive,58786972#46197341,1,100.0,58786972,46197341,Razer Ornata Chroma Gaming Keyboard,"Tastatura Razer Ornata Chroma â€“ Multi-color Membrane Gaming Keyboard - US Layout, Wired USB Connection, Razer Mecha-Membrane Technology, Mid-height keycaps, Razer Chroma backlighting, Ergonomic wris",,,199.95,851.82,"A great choice for gamers who are looking to level up their gameplay, the Razer Ornata Chroma Gaming Keyboard is designed with mid-height keycaps and wrist rest to help you stay in comfort while you're on the game. It also features interactive in-game lighting effects for more immersive gameplay. Key Features Delivering 16.8 million colours, the Razer Ornata Chroma Gaming Keyboard lets you customise your keyboard and display different lighting effects while you're playing. Integrated with Ergonomic Wrist Rest, this Razer Ornata Gaming Keyboard supports your wrist while you're in intense gaming sessions. This Chromo Gaming Keyboard features a custom designed keycap that has been made shorter to reduce the time it takes for your actions to register, allowing your fingers to move freely between each key without missing a single stroke. Powered with Razer Mecha-Membrane, Razer Ornata Chroma Gaming Keyboard combines the soft cushioned touch of a membrane rubber dome with the crisp tactile click of a mechanical switch to enable swift actuation for each key stroke.",,"[LEFT] [TITLE] Razer Ornata Chroma Gaming Keyboard [DESCRIPTION] A great choice for gamers who are looking to level up their gameplay, the Razer Ornata Chroma Gaming Keyboard is designed with mid-height keycaps and wrist rest to help you stay in comfort while you're on the game. It also features interactive in-game lighting effects for more immersive gameplay. Key Features Delivering 16.8 million colours, the Razer Ornata Chroma Gaming Keyboard lets you customise your keyboard and display different lighting effects while you're playing. Integrated with Ergonomic Wrist Rest, this Razer Ornata Gaming Keyboard supports your wrist while you're in intense gaming sessions. This Chromo Gaming Keyboard features a custom designed keycap that has been made shorter to reduce the time it takes for your actions to register, allowing your fingers to move freely between each key without missing a single stroke. Powered with Razer Mecha-Membrane, Razer Ornata Chroma Gaming Keyboard combines the soft cushioned touch of a membrane rubber dome with the crisp tactile click of a mechanical switch to enable swift actuation for each key stroke. [PRICE] 199.95 [PRICE_CURRENCY] NZD
[RIGHT] [TITLE] Tastatura Razer Ornata Chroma â€“ Multi-color Membrane Gaming Keyboard - US Layout, Wired USB Connection, Razer Mecha-Membrane Technology, Mid-height keycaps, Razer Chroma backlighting, Ergonomic wris [PRICE] 851.82 [PRICE_CURRENCY] RON"
