split,example_group,constraint,pair_id,label,neural_score,neural_pred,symbolic_status,violated_constraints,positive_evidence,uncertain_reasons,governed_pred,left_title,right_title,left_brand,right_brand,left_price,right_price,left_description,right_description
valid,harmful_blocked_tp,brand_conflict,76549610#95436764,1,0.7046305915919414,1,invalid,"[""brand_conflict""]","[""quantity_match""]","[""currency_missing_or_mismatch""]",0,Fujifilm XF 8-16mm F2.8 R LM WR schwarz,Fuji Fujinon XF 8-16mm F2.8 R WR,Fujifilm,Fuji,1879.00,1999.99,,This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions.
valid,harmful_blocked_tp,brand_conflict,95671075#43895934,1,0.6871318903266098,1,invalid,"[""brand_conflict""]",[],"[""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,New York Yankees New Era Navy League 9FORTY Adjustable Hat - Men - Navy Blue,NEW ERA CZAPKA THE LEAGUE GM NY YANKEES,FANABOX™,New Era,44.95,99.99,Get into the action with this one-of-a-kind New York Yankees League 9FORTY adjustable hat from New Era! It features a sweet New York Yankees design. Everyone will know which team you love when you sport this New York Yankees hat!Details:Mid CrownStructured fitCurved billAdjustable hook and loop fastener strapContrast color underbillOne size fits mostRaised embroiderySix-panel construction with eyeletsWoven fabric appliqueSurface washableOfficially licensedImportedBrand: New EraMaterial: 100% Polyester,NEW ERA CZAPKA THE LEAGUE GM NY YANKEES
valid,helpful_blocked_fp,accessory_main_product_conflict,19059611#35724064,0,0.8144179865055996,1,invalid,"[""accessory_main_product_conflict""]",[],"[""brand_missing"", ""currency_missing_or_mismatch""]",0,Ubiquiti UVC G3 IR LED Range Extender for UniFi UVC-G3,Ubiquiti UVC-G3-FLEX UniFI IP Dome Camera,Ubiquiti,,139,$‎147.95,Ubiquiti UVC G3 IR LED Range Extender for UniFi UVC-G3 – PC Case Gear – Australia’s Premier Online PC Store.,
valid,helpful_blocked_fp,accessory_main_product_conflict,13642329#38238728,0,0.7477035762314093,1,invalid,"[""accessory_main_product_conflict""]",[],"[""brand_missing"", ""price_missing""]",0,JABRA Evolve 40 UC USB - Stereo,JABRA - EVOLVE 40 UC Mono USB Headband Noise cancelling USB connector with mute-button and volume control on the cord,,,1452.00,,"The Jabra EVOLVE 40 UC Stereo is a professional headset designed to improve concentration and conversations. Premium noise-canceling technology gives you peace to work in the noisy, open office effectively creating a concentration zone around you, so you can stay focused on the job.The speakers are built for style and comfort with leatherette ear cushions, and are specifically designed to reduce office noise. The concentration zone is completed with a busy-light indicator that signals user availability to colleagues.",JABRA EVOLVE 40 UC Mono USB Headband Noise cancelling USB connector with mute-button and volume control on the cord (6393-829-209) - Tyyppi: Langallinen kuulekomikrofoni
valid,helpful_blocked_fp,accessory_main_product_conflict,77492364#29795694,0,0.6776254927711557,1,invalid,"[""accessory_main_product_conflict"", ""model_token_conflict""]","[""quantity_match"", ""color_match""]","[""brand_missing"", ""currency_missing_or_mismatch"", ""category_keyword_mismatch""]",0,OMEGA SEAMASTER DIVER 300 210.20.42.20.03.002,Replica watch OMEGA Seamaster Titanium Sedna Gold Anti-magnetic Watch 210.60.42.20.99.001,,,13900.00,122.4,Mechanical Self-winding ( Automatic )OMEGA CO-AXIAL Master Chronometer Calibre 8800Stainless steel – Sedna Gold case / BraceletDiameter : 42 mm.Water resistant : 300 M.Power reserve : 55 h.Sapphire crystal Scratch-resistant and case backFeatures : Date,"Buy a High quality fake OMEGA Seamaster Titanium Sedna Gold Anti-magnetic Watch 210.60.42.20.99.001 I think is the best choice when you have no enough budget to buy a Genuine watch,We only offer AAA 1:1 replica watch,perfect functions,1:1 look and only cost you about $150.Basic information for Genuine watchSince 1993, the Seamaster Diver 300M has enjoyed a legendary following. This 42 mm model is a Limited Edition of 2,500 pieces and features a brushed case made from grade 2 titanium, with a crown, bezel ring and helium escape valve in 18K Sedna gold. In contrast, OMEGA has used tantalum to create the base of the bezel for a distinctive blue-grey tone. The titanium dial features positive sun-brushed waves. The skeleton hands and raised indexes are 18K Sedna gold and are filled with white Super-LumiNova. The watch is presented on a grade 2 titanium bracelet with tantalum and 18K Sedna gold links. An image of the OMEGA Seahorse can be found on the transparent caseback, through which you can see the OMEGA Master Chronometer Calibre 8806 inside.The Technical DataBetween lugs: 20mmBracelet: Titanium Tantalum Sedna GoldCase: Titanium Tantalum Sedna GoldCase diameter: 42mmDial color: GreyCrystal: Domed scratch-resistant sapphire crystal with anti-reflective treatment on both sides1:1 quality fake TAG Heuer Carrera Calibre 16 CBM2112.FC6455 on sale with low price,AAA replica tag heuer Carrera CBM2112.FC6455 with best service for you."
valid,helpful_blocked_fp,accessory_main_product_conflict,96841595#84870234,0,0.6707547934829746,1,invalid,"[""accessory_main_product_conflict"", ""model_token_conflict"", ""variant_modifier_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""price_missing""]",0,SanDisk Extreme Pro (256GB) SDXC Memory Card,SanDisk Extreme (128GB) SDXC Memory Card Class 10,,,POA,POA,"Never miss the moment with the world's fastest SDHC/SDXC memory card. With write speeds up to 90 MB/s (600X) and read speeds up to 95 MB/s (633X) this card exploits your DSLR's potential for continuous burst mode shooting. Engineered with Ultra High Speed (UHS-I) bus architecture, it is designed to exceed rigorous performance standards. You'll catch all those high-resolution action shots the moment they happen. Featuring SanDisk proprietary Power Core Controller technology, this card is engineered to take whatever your camera's buffer can dish out. By distributing image data across the card more rapidly and efficiently, SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver blazing speed and extraordinary dependability even in extremely challenging conditions.That's why for memories that can't be missed, photographers worldwide choose SanDisk. SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver the highest video performance with Class 10 rating plus UHS Speed Class 1 (U1) to support cinema quality Full HD (1080p), 3D, and 4K video. The card's built in Advanced Wear Leveling and Error Correction Code engine enhances endurance and reliability.Barcode: 619659170356Product Type: Memory CardProduct Family: Extreme Pro","SanDisk Extreme SDHC and SDXC UHS-I memory cards offer enough speed, capacity, and durability to meet the demands of advanced photographers and passionate shutterbugs alike. Ideal for use with advanced cameras and HD camcorders, this card offers data speeds up to eight times faster than an ordinary memory card, ensuring you'll never miss the moment.Barcode: 619659170622Product Type: Memory CardProduct Family: Extreme"
valid,harmful_blocked_tp,accessory_main_product_conflict,77594379#8623275,1,0.9098412451443232,1,invalid,"[""accessory_main_product_conflict""]","[""brand_match"", ""model_token_overlap"", ""category_keyword_overlap""]","[""currency_missing_or_mismatch""]",0,TP-LINK TL-WPA4220 500 Mbit/s Eingebauter Ethernet-Anschluss WLAN Weiß 1 Stück(e),TP-Link TP-LINK TL-WPA4220 PowerLine-netwerkadapter 500 Mbit/s Ether,TP-LINK,TP-Link,49.39,41.95,"AV500 - 500Mbps, 300Mbps N,Plug and Play, 2 x Fast Ethernet, WiFi Clone, Multiple IPTV Streams",TP-LINK TL-WPA4220 PowerLine-netwerkadapter 500 Mbit/s Ether
valid,harmful_blocked_tp,accessory_main_product_conflict,19868492#12310317,1,0.8090742095747656,1,invalid,"[""accessory_main_product_conflict""]",[],"[""brand_missing"", ""bundle_or_kit_mismatch"", ""price_missing""]",0,Apple® Lightning® to VGA Adapter,Apple Lightning To VGA Adaptor White,,,,0.00,Lightning Cables & Adapters,"Use the Lightning to VGA Adaptor with your iPad with retina display, iPad Mini, iPhone 5, and iPod touch (5th generation) with Lightning connector. The Lightning to VGA Adaptor supports mirroring of what is displayed on your device screen including apps, presentations, websites, slideshows and more - to your VGA-equipped TV, display, projector or other compatible display in up to 1080p HD."
valid,harmful_blocked_tp,accessory_main_product_conflict,4314912#46323823,1,0.7617379271547065,1,invalid,"[""accessory_main_product_conflict""]",[],"[""brand_missing"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,Tissot T120.417.11.041.00 Watch SEASTAR 1000 CHRONOGRAPH,TISSOT T-SPORT SEASTAR 1000 CHRONOGRAPH,,,433.88,725.00,"| T120.417.11.041.00|Tissot Watch |⌚T120.417.11.041.00 ⌚| SEASTAR 1000 CHRONOGRAPHcollection | The new Seastar 1000 Chronograph has combined all the watchmaking elements to unite two hobbies, the Swiss watchmaking tradition and professional diving. It is, without a doubt, a watch designed for diving enthusiasts",Battery Operator / QuartzStainless steel case / BraceletDiameter : 45.5 mm.Water resistant : 300 m.Sapphire crystal Scratch-resistantFunction : Chronograph
valid,harmful_blocked_tp,accessory_main_product_conflict,68464014#74847432,1,0.7599990405785375,1,invalid,"[""accessory_main_product_conflict""]","[""model_token_overlap"", ""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,Kingston ValueRAM / DDR4 / 16 GB / SO-DIMM 260-pin / 2400 MHz / PC4-19200 / CL17 / 1.2 V / unbuffered / non-ECC | KVR24S17D8/16,Kingston DDR4 16GB 2400MHz Non-ECC CL17 SODIMM 2 Rx8 Laptop Memory (KVR24S17D8/16),,,6.488E1,24700,"Kingston ValueRAM / DDR4 / 16 GB / SO-DIMM 260-pin / 2400 MHz / PC4-19200 / CL17 / 1.2 V / unbuffered / non-ECC | KVR24S17D8/16DescriptionValueRAM is Kingston's value-priced line of industry-standard, generic memory intended for customers who have white box or generic computer systems, or who plan to purchase memory by specification. ValueRAM is designed to industry specifications tested, is 100% tested and is available at competitively low prices.Product SpecificationCapacity16 GBUpgrade TypeGenericTypeDRAMTechnologyDDR4 SDRAMForm FactorSO-DIMM 260-pinModule Height (inch)1.18Speed2400 MHz ( PC4-19200 )Latency TimingsCL17 ( 17-17-17 )Data Integrity CheckNon-ECCFeaturesDual rank, On-Die Termination (ODT), Serial Presence Detect (SPD), sixteen banks , unbufferedModule Configuration2048 x 64Chips Organization1024 x 8Voltage1.2 VLead PlatingGoldCompliant StandardsRoHS, halogen-freeService & SupportLimited lifetime warranty ( Russia - 10 years )",The KVR24S17D8/16 modules are tested at each stage of development.Non-ECC Unbuffered 100% Factory Tested at Speed Designed to meet JEDEC
valid,helpful_blocked_fp,model_token_conflict,17212553#62172007,0,0.9787983226264116,1,invalid,"[""model_token_conflict""]","[""brand_match""]","[""currency_missing_or_mismatch""]",0,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,265,284,,
valid,helpful_blocked_fp,model_token_conflict,70833173#76444235,0,0.967260036526074,1,invalid,"[""model_token_conflict""]","[""brand_match"", ""category_keyword_overlap""]","[""multiple_quantities_ambiguous"", ""price_missing""]",0,"HDD: 4 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 128Mb (ST4000NE001)","HDD: 8 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb (ST8000NE001)",Seagate,Seagate,,,,
valid,helpful_blocked_fp,model_token_conflict,7068563#45313699,0,0.966589827872627,1,invalid,"[""model_token_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""price_missing""]",0,CANON PFI-107 ink cartridge cyan,0884B001 | Canon PFI-101 | Original Canon Ink Cartridge - Cyan,CANON,,418.40,,"6706B001AA, CANON PFI-107 ink cartridge cyanCANON PFI-107 ink cartridge cyan Original PFI-107 blæk patron til din Canon ImagePrograf printer6706B001AA",Canon PFI-101C. Type: Original Printing colors: Cyan Compatibility: IPF/5000/6000/5100/6100
valid,helpful_blocked_fp,model_token_conflict,56665777#66611160,0,0.9545857713355114,1,invalid,"[""model_token_conflict""]",[],"[""brand_missing"", ""currency_missing_or_mismatch""]",0,ASUS ROG Strix B550-E Gaming ATX Mainboard Sockel AM4 M.2/USB3.2/HDMI/DP/WLAN/BT - Motherboard - AMD Socket AM4 (Ryzen) (90MB1470-M0EAY0),Motherboard Asus Mboard p/ socket AM4 90MB0YN0-M0EAY0,ASUS,,85900,86.05,,"PRIME B450-PLUS - socket AMD AM4, USB 3.1, M.2, HDMI, MB"
valid,helpful_blocked_fp,model_token_conflict,81657974#50068656,0,0.9463987941793344,1,invalid,"[""model_token_conflict""]",[],"[""brand_missing"", ""price_missing""]",0,Relógio Daniel Wellington Classic Sheffield DW00100020,Relógio Daniel WellingtonDW00100007 Classic Sheffield,,Daniel Wellington,160.00,,,Rose Gold & Black Gents Quartz Watch
valid,helpful_blocked_fp,model_token_conflict,62268972#28945201,0,0.9403449882623404,1,invalid,"[""model_token_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,Samsung Portable SSD T7 Touch MU-PC1T0K - solid state drive - 1 TB - USB 3.,Samsung Solid State Drive MU-PC1T0S/WW USB 3.2 Gen. 2 T7 Touch 1TB Portable Solid State Drive - Silver Retail,,Samsung,317.99,305.99,"Whether you're carrying games, movies, or sensitive work files, the Portable SSD T7 Touch gives you speed and security in a palm-sized package. Experience the next level of external storage.",Samsung Solid State Drive MU-PC1T0S/WW USB 3.2 Gen. 2 T7 Touch 1TB Portable Solid State Drive - Silver Retail
valid,helpful_blocked_fp,model_token_conflict,68933016#18996777,0,0.9273984592828451,1,invalid,"[""model_token_conflict""]","[""brand_match"", ""category_keyword_overlap""]","[""price_missing""]",0,"Hikvision DS-7216HUHI-K2 5MP 16 Channel TVI, DVR & NVR Tribrid CCTV Recorder with Network and Mobile phone remote viewing",Hikvision DS-7208HQHI-K2/P 8 Channel TVI POC DVR & NVR Tribrid CCTV Recorder with Network and Mobile phone remote viewing,Hikvision,Hikvision,,,,
valid,helpful_blocked_fp,model_token_conflict,71357721#96565508,0,0.9264631940044712,1,invalid,"[""model_token_conflict""]","[""brand_match""]","[""currency_missing_or_mismatch""]",0,"Original Tinte Epson T7891, ca. 4.000 S., schwarz","Original Tinte Epson T8651, ca. 10.000 S., schwarz",Epson,Epson,44.34,94.46,,
