split,error_group,pair_id,label,neural_score,neural_pred,outcome,left_title,right_title,left_brand,right_brand,left_price,right_price
train,false_positive_high_score,14128915#67646392,0,0.985225816071231,1,FP,Shimano Dura-Ace CS-R9100 Cassette 11-speed,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,,,22265,559.0
train,false_positive_high_score,31276154#14128915,0,0.9852203686151996,1,FP,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,Shimano Dura-Ace CS-R9100 Cassette 11-speed,Shimano,,339.99,22265
test,false_positive_high_score,35452020#75325202,0,0.984643273521233,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,,,44.99,44.99
test,false_positive_high_score,6189668#45858702,0,0.9844342807519773,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,109.99,39.99
test,false_positive_high_score,74588061#6175893,0,0.9836606646198562,1,FP,Tissot T048.417.27.057.00,Đồng hồ Tissot T006.207.11.038.00,,,15910.00,18140000
test,false_positive_high_score,66481726#76350435,0,0.983635110892906,1,FP,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,59.99
test,false_positive_high_score,68464601#1547160,0,0.9832624512920772,1,FP,Garmin STRIKER Plus 7sv with Transducer,Garmin Striker Plus 5cv Fishfinder with GT-20TM Transducer,,,499.99,399
test,false_positive_high_score,90494765#29009865,0,0.9832386010143552,1,FP,Tissot T111.417.37.441.04 T-Race Cycling (Choose free two-day shipping at checkout),Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,,,4.95E2,11820000
valid,false_positive_high_score,83455425#35724064,0,0.9823898160223036,1,FP,Ubiquiti UVC-G3-FLEX UniFi Video Flex Manually Adjustable 1080p PoE Indoor/Outdoor IP Camera (3 Pack),Ubiquiti UVC-G3-FLEX UniFI IP Dome Camera,UBIQUITI,,195.91,$‎147.95
test,false_positive_high_score,25351062#66481726,0,0.982260337238618,1,FP,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,39.99,44.99
test,false_positive_high_score,37696616#18510686,0,0.9821737200727998,1,FP,Epson Premium Glossy Photo Paper - A4 - 20 Sheets,Epson A4 Glossy Photo Paper 20 Sheets,,,19.80,9.96
valid,false_positive_high_score,61976083#45988376,0,0.9818504001530656,1,FP,Brother HL-L6200DW Wireless High Speed Mono Laser Printer - Duplex Printer,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,,,529.00,$249.99
test,false_positive_high_score,24457389#52120879,0,0.981751817728926,1,FP,Sharp Toner Cyan 15k - MX-2640,Sharp Toner Cyan 15k - MX2300/2700,Sharp,Sharp,1295,1395
valid,false_positive_high_score,63386383#88950114,0,0.9809379599895608,1,FP,Fujifilm XF-56mm f1.2 APD,Fujifilm XF-56mm f1.2 R,,Fujifilm,999.00,879.49
test,false_positive_high_score,6189668#25351062,0,0.9801530338639132,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,109.99,39.99
test,false_positive_high_score,56698149#18510686,0,0.9792200756464786,1,FP,Epson Ultra Glossy Photo Paper,Epson A4 Glossy Photo Paper 20 Sheets,Epson,,2150,9.96
test,false_positive_high_score,63634340#30137322,0,0.979204300474048,1,FP,"Zebra Black Monochrome Ribbon - K - 1,000 prints","Zebra Gold Monochrome Ribbon - 1,000 prints",zebra,zebra,,
test,false_positive_high_score,28797890#28797891,0,0.9791306324748912,1,FP,Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm),Shimano BR-M8120 XT 4-Piston Disc Brakes - Front Brake (1000mm),Shimano,Shimano,209.99,209.99
test,false_positive_high_score,88943801#66481726,0,0.978867827191914,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,59.99,44.99
test,false_positive_high_score,85035598#37728852,0,0.9788487709476243,1,FP,Fisher & Paykel WH8060J3 8kg Front Load Washing Machine,Fisher & Paykel 10kg Front Load Washing Machine,Fisher & Paykel,,799,1298
test,false_positive_high_score,88943801#6189668,0,0.9788188110952428,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone XR Screen - Fix Kit / New / Part Only / New,,,59.99,109.99
valid,false_positive_high_score,17212553#62172007,0,0.9787983226264116,1,FP,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,265,284
test,false_positive_high_score,88943801#35452020,0,0.978427161753343,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,59.99,44.99
test,false_positive_high_score,56698149#65979382,0,0.9779066213078014,1,FP,Epson Ultra Glossy Photo Paper,Epson Premium Glossy Photo A4 Paper (Pack of 50) C13S041624,Epson,,2150,36.11
test,false_positive_high_score,25351062#35452020,0,0.9775258592308296,1,FP,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,39.99,44.99
test,false_positive_high_score,35452020#45858702,0,0.9767914712158436,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,44.99,39.99
test,false_positive_high_score,75325202#25351062,0,0.9760138941464076,1,FP,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,39.99
test,false_positive_high_score,56774153#60071236,0,0.975879648478435,1,FP,"Card Art Card Baby romper, Dutch Doobadoo 470.713.595",Dutch Doobadoo Card Art 3733 Snowdome,,,2.75,3.15
valid,false_positive_high_score,79599413#55369895,0,0.975729759010974,1,FP,"EPSON Multipack fr EPSON Stylus Photo R200 / R300 Inhalt: je 1x light cyan, cyan, light magenta, magenta, gelb, schwarz (neu: C13T04874010 / alt: C13T048140A0) R220 / R320 / R340 / RX500 / RX600 / RX620 / RX640",Epson STYLUS PHOTO R3000 BLACK INK,EPSON,,99.41,24.81
test,false_positive_high_score,35452020#76350435,0,0.9755459278505572,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,59.99
train,false_positive_high_score,98586705#25435848,0,0.975336973970805,1,FP,Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter,APPLE APPLE 60W MAGSAFE POWER ADAPTER,,APPLE,79.0000,1049.00
valid,false_positive_high_score,76444235#81158427,0,0.9753039815511524,1,FP,"HDD: 8 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb (ST8000NE001)","HDD: 16 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb",Seagate,Seagate,,
train,false_negative_low_score,30642803#60611010,1,0.0292144744109308,0,FN,Light Light Black T596900 UltraChrome HDR 350 ml,Epson GF Stylus Photo 7900/9900 Cartucho Gris Claro,,,"577,97 zł netto",156.71073
valid,false_negative_low_score,90381969#66536513,1,0.0361190820339775,0,FN,Canon EF-S 18-200mm f3.5-5.6 IS Lens,Ilford FP4 125 Film 120,,Ilford,699.99,7.99
test,false_negative_low_score,25890087#2202474,1,0.0477993469905889,0,FN,Canon EOS RP Mirrorless Digital Camera with 24-240mm Lens,Shimano Di2 EW-SD50 E-Tube Wire (500mm),CANON,Shimano,0.0,25.99
test,false_negative_low_score,42244827#46966734,1,0.0512583896382576,0,FN,CCW-5C Crank Bolt Bike Wrench,Park Tool CCW-5 Kurbelschraubenschlüssel,,Park Tool,1.195E1,12.99
train,false_negative_low_score,67977820#44240169,1,0.0585338384886009,0,FN,Canon CLI251XL High Yield Black Inkjet Cartridge Remanufactured,Canon CNM6448B001-6448B001 CLI-251XL ChromaLife100 High-Yield Ink,,Canon,6.95,19.99
train,false_negative_low_score,86779035#3719213,1,0.0605514108845925,0,FN,Ilford FP4+ 125 B&W 120 Film,Canon EF-S 18-200mm f/3.5-5.6 IS Lens,,Canon,5.99,
train,false_negative_low_score,13891853#94260392,1,0.0659251703584789,0,FN,Originali CANON Pg-40 + Cl-41 Pixma IP1200 IP1600 IP2200 IP1700 IP1900 IP1300,Original Ink Cartridge (pack of 2) Canon PG-40/CL41 Tricolour Black,,,48.4,5.92E1
train,false_negative_low_score,19193587#34370737,1,0.0682613624534294,0,FN,Cisco WS-C2960-48TT-L 48-Port Managed Ethernet Switch,Catalyst 2960 48 10/100 Ports + 2 1000BT LAN Base Image,,CISCO,25.00,€ 5313.02
train,false_negative_low_score,74177033#22846600,1,0.0690907323661368,0,FN,"SanDisk Ultra SDDD3-256G-G46 256 GB Pen Drives (Black, Silver)",SanDisk Ultra Dual Drive m3.0 256GB Grey & Silver,,SANDISK,4224.4,280.14
train,false_negative_low_score,23819108#62941900,1,0.1070446455827773,0,FN,Tag Heuer - F1 Chronograph Quartz on Rubber Strap,Formula 1 Musta/Kumi Ø43 mm ref. CAZ1010.FT8024,Tag Heuer,,1095.00,1139
train,false_negative_low_score,36439966#15478999,1,0.1107982085112167,0,FN,"Samsung 860 PRO SSD - Zwart, Rood","Samsung MZ-76P1T0 2.5\"" 1000 GB Serial ATA III V-NAND MLC",,,2.8556E2,339.99
test,false_negative_low_score,1875778#95428009,1,0.1161241149097871,0,FN,"SunRace MFE60 Srew-On Cassette 8-speed, chrom",kolečko 8 13-32z SunRace index pro e-bike,SunRace,,29.99,574.00
test,false_negative_low_score,15251180#2936385,1,0.1184035130232575,0,FN,Kingston 16GB PC4-21300 288-pin DDR4 SDRAM UDIMM,"16GB HyperX Predator DDR4 2666MHz, CL13, Black, DIMM Memory",,,225.37,74.17
valid,false_negative_low_score,12097009#37728130,1,0.1186933443427179,0,FN,PowerLink Gold Chain Connector 9-speed,"SRAM Power Lock Silver 9 Speed, 4Pcs",,SRAM,4.99,1190.0
train,false_negative_low_score,3719213#40039860,1,0.1192570504189473,0,FN,Canon EF-S 18-200mm f/3.5-5.6 IS Lens,"3 X Ilford FP4 Plus, Black and White Print Film, 120 (6 cm), ISO 125 (1678169)",Canon,,,9.0E0
valid,false_negative_low_score,85522935#35335928,1,0.1202191946928715,0,FN,TP-Link TL-WA850RE biely (TL-WA850RE),TP-Link 300Mbps Wireless Range Extender,,TP-Link,22.90,16.95
test,false_negative_low_score,39820474#57886904,1,0.1250902491625044,0,FN,Transcend SSD230 256GB best price,Ssd 230s 2.5in Sata 6gb/s 256gb,,,3.315E1,43.475188
train,false_negative_low_score,94445678#94260392,1,0.1321201441357981,0,FN,Canon PG-40 / CL-41 Multi pack,Original Ink Cartridge (pack of 2) Canon PG-40/CL41 Tricolour Black,,,31.46,5.92E1
train,false_negative_low_score,51583866#29412990,1,0.1368609248603975,0,FN,LaCie 4TB USBC USB 3.0 Aluminum enclosure MoonSilver,LaCie Mobile Drive USB-C Moon Silver 4To disque dur,,,2550.00,142.90
test,false_negative_low_score,83260638#40639947,1,0.1380332085825724,0,FN,9000 Series 8kg Heat Pump Dryer,AEG 8kg Front Load Dryer,,,2599.00,2799
train,false_negative_low_score,79825671#53034540,1,0.1381299410027763,0,FN,Toner Original Canon Amarelo (2659B002AA),Originlny toner CANON CRG-718 Y (lt),,Znaka: Originlne,114.47,95.9
valid,false_negative_low_score,47959304#96565508,1,0.1443682391569724,0,FN,Epson C13T865140 WF-51xx/56xx Cartridge XXL Mono,"Original Tinte Epson T8651, ca. 10.000 S., schwarz",,Epson,549,94.46
valid,false_negative_low_score,52075948#36782025,1,0.1457967813162521,0,FN,INK JET ORIGINALE NERO PER EPSON C13T70314010 - WP-4515DN / WP-4525DNF / WP-4535DWF / WP-4545DTWF / WP-4015DN,Epson Black Inkjet Cartridge. For use in WP4000/4500 machines. Page Yield - up to 1200 pages. OEM Ref - T703140. (Big Ben) EP49005,,Epson,,28.68
train,false_negative_low_score,79475473#51670079,1,0.1485559561158354,0,FN,TURBO HD DVRDS-7216HQHI-K1 1080P,Hikvision 16CH Turbo Full HD1080P DVR,,,610000,450
valid,false_negative_low_score,66291779#22886486,1,0.1555401266026601,0,FN,Switch 8 puertos 10 100 1000,Switch TL-SG1008 8 porturi,,Tp-link,"51,73€",152.99 Lei;
test,false_negative_low_score,83052078#57297547,1,0.1566224096792756,0,FN,Ray-Ban Sunglass - Round Style Light Havana Tortoise frame with Gradient Brown Lens - RB4184 710/83,Ray Ban N/a 4184 Sunglasses,,,8.999E1,179.0
train,false_negative_low_score,9293181#21625512,1,0.1615385258313454,0,FN,"Netgear 52p GS748T-500EUS (48x10/100/1000Mbit 2xSFP,Combo)",48-Port Gigabit Smart Switch,,,1129,
test,false_negative_low_score,93784937#40002118,1,0.1646023029038819,0,FN,"25 Rounds of 12ga 2-3/4\"" Ammo by Winchester AA Lite Handicap - 1 ounce #7 1/2 shot","Winchester AA Super Handicap 12 Gauge 2 3/4"" 1Oz #7.5 Ammunition AAHLA127",,,10.5,12.09
train,false_negative_low_score,40397686#21576898,1,0.1676982093701672,0,FN,MVK500AM Tripod with fluid video head Lightweight with Side Lock,Manfrotto Stativ Video Set MVH500A + MVT502AM + Tasche,,Manfrotto,349.00,456.23
valid,false_negative_low_score,29301320#91421555,1,0.1707866032720379,0,FN,FLUID VIDEO SYSTEM MVH500A HEAD WITH MVT502AM TRIPOD,Manfrotto MVK500AM Tripod Kit Alum Twin Leg,,,9.789995999999999E2,661.1
train,false_negative_low_score,95198922#91626577,1,0.1723762065484354,0,FN,Daddario Regular Gauge Long Scale Bass,"D'Addario EXL160 Nickel Wound Bass Medium, 50-105",,,19.99,19.99
valid,false_negative_low_score,13760497#98077329,1,0.1759555155451186,0,FN,WD RED 2.5 1TB SATA3 NAS (MB),Western Digital Red 1TB 16MB SATA III (WD10JFCX),,Western Digital,"118,89 €",
valid,false_negative_low_score,62832612#20999528,1,0.1760820309008699,0,FN,Formula 1 Svart/Gummi Ø43 mm ref. CAZ1010.FT8024,TAG Heuer Formula 1 Men's Black Rubber Strap Watch,,,11495,1150
train,false_negative_low_score,48509935#20910428,1,0.1766881601147907,0,FN,Shimano MT800 Hollowtech II Bottom Bracket,Butuc pedalier Shimano Deore XT BB-MT800,,,,100.00
test,false_negative_low_score,19743674#76478929,1,0.1816007964884916,0,FN,Pacsafe - Venturesafe X12 Backpack - Daypack - Black | 12 l,"Venturesafe X12 Rucksack 13″ Polyester, Nylon schwarz",,Pacsafe,6.967E1,76.65
test,false_negative_low_score,19121174#20353680,1,0.1824863713108274,0,FN,Genuine Brother LC223VALBP Ink Cartridge Multipack,Brother Value Pack (Lc-223 Bk/C/M/Y),,,66.01,6.12E1
valid,false_negative_low_score,37590384#28161805,1,0.1828258445277127,0,FN,Genuine Epson C13T636800 Matte Black High Capacity Ink Cartridge (T6368MBKHOEM),Epson Blekk Matt Svart Ultrachrome HDR - PRO 7900,Epson,Epson,275.99,3195
valid,false_negative_low_score,76514695#84262325,1,0.1853628392382559,0,FN,Originln toner CANON CRG-707 C (Azurov),CANON 707 (LBP-5000) Cyan,Znaka: Originln,,2099,
train,false_negative_low_score,22106476#51583866,1,0.1856942791304367,0,FN,LaCie Mobile Drive STHG4000400 - hard drive - 4 TB - USB 3.1 Gen 2,LaCie 4TB USBC USB 3.0 Aluminum enclosure MoonSilver,,,134.99,2550.00
train,false_negative_low_score,80394711#26140067,1,0.1893192212817893,0,FN,"Corsair Vengeance 16GB RAM 2 X 8GB, DDR4, 3200MHz 16GB 2 x 288 DIMM, Unbuffered, 16-18-18-36, LPX Black Heat spreader, 1.35V",Corsair 2x8GB DDR4 3200MHz CL16 Vengeance LPX RAM (CMK16GX4M2B3200C16) (Limited Lifetime with Local Distributor Convergent),,,1.4899E2,115.00
train,false_negative_low_score,46774987#39801058,1,0.1913408222729065,0,FN,Logitech B100 Optical USB Mouse (Black),Wired Mouse Desktop 3-Button Black,,,5.47E0,11.79
test,false_negative_low_score,29107458#58547777,1,0.1963898190114357,0,FN,AEG 8kg Heat Pump Dryer with AbsoluteCare System,AEG 8kg Front Load Dyer,,,1599,2099
test,false_negative_low_score,24936536#2174287,1,0.2020680757980045,0,FN,EPSON ink čer Singlepack UltraChrome XD2 Black T40C140(50ml),Epson T40C1 Patron Bk 50ml (Eredeti),Epson,,49,19966
valid,false_negative_low_score,3789182#32182477,1,0.2025182954538341,0,FN,Originlny toner XEROX 106R01634 (ierny),Xerox Phaser 6000/ 6010 Black print cartridge,Znaka: Originlne,,66.9,162.00
valid,false_negative_low_score,17212553#48406238,1,0.2061119499534668,0,FN,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Cooler Master Corsair ML120 PRO LED Red 120mm Fan CO-9050042-WW,Corsair,Cooler Master,265,44.99
train,false_negative_low_score,73834318#54722600,1,0.2123356130975841,0,FN,Canon PGI29 Light Grey Lucia Ink,Tinteiro Original Canon PGI-29 Cinzento Claro (4872B001),,,24.52,27.37
test,false_negative_low_score,26995615#71622657,1,0.2126690239068774,0,FN,Uni Posca Marker PC-5M 1.8-2.5MM Ivory,Posca Paint Markers - Medium Bullet,,,19.81,5.36
valid,false_negative_low_score,69951577#11601332,1,0.2128846078451672,0,FN,Originlny toner Brother TN-135 lt,Brother TN-135Y Laserkasetti yellow,Znaka: Originlne,,150.9,"138,71 €"
test,false_negative_low_score,603915#45998287,1,0.2131184309770805,0,FN,"55"" Class TU7000 Crystal UHD 4K Smart TV (2020)",55 IN FLAT LED 4K TV,,,438.96,699.99
test,false_negative_low_score,35983151#1690889,1,0.2133631069447414,0,FN,"Galaxy A51 Dual SIM (4/128GB, schwarz) - EU Modell",Smartphone Samsung Galaxy A51 4GB 128GB Preto,,,315.00,265.82
test,borderline_false_positive,32297124#59874069,0,0.9708906043130716,1,FP,Dutch Doobadoo - Dutch Card Art - Sneeuwbol,Dutch Doobadoo Card Art - Baby Onesie,,,4.75,4.95
test,borderline_false_positive,35653799#9563912,0,0.9710506832649052,1,FP,Zebra 800084-914 Overlaminate Ribbon 625 Images,Zebra 800084-918 Overlaminate Ribbon 625 Images,,,76.8,76.8
test,borderline_false_positive,18554017#60653900,0,0.9713971859195402,1,FP,Nikon D5600 DSLR Camera with 18-140mm VR DX Lens,Nikon D7500 DSLR Camera with 18-140mm Lens,Nikon,,996.95,
test,borderline_false_positive,14276753#8130501,0,0.9717485223838508,1,FP,Nikon EN-EL9a Rechargeable Battery,"Nikon EN-EL23 Rechargeable Battery, 3.8v 1850mah",,,49.95,39.90
test,borderline_false_positive,56354267#68400481,0,0.972098021814832,1,FP,Dutch Doobadoo Dutch Card Art Stencil appel A4 470.713.596,Dutch Doobadoo Dutch Box Art stencil Merci A4 470.713.017,,,4.85,4.85
test,borderline_false_positive,57914917#63634340,0,0.972279008882024,1,FP,"Black Monochrome Ribbon - K - 3,000 prints","Zebra Black Monochrome Ribbon - K - 1,000 prints",,zebra,0.00,
train,borderline_false_positive,77564821#63223933,0,0.9726408122388334,1,FP,Kingston 128GB microSDXC Canvas Select 80MB/s C10 UHS-I,Kingston 64GB microSDXC Canvas Select 80MB/s C10 UHS-I,,,90,40
test,borderline_false_positive,6189668#66481726,0,0.9726981433300016,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,109.99,44.99
test,borderline_false_positive,45858702#76350435,0,0.9727187684825171,1,FP,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,39.99,59.99
test,borderline_false_positive,653566#7185118,0,0.9731301531940068,1,FP,Tissot Mens T-Race Cycling Light Blue Watch T111.417.37.441.05,Tissot T-Race Cycling T111.417.27.441.00,Tissot,,377.65,433.78
test,borderline_false_positive,40458528#14276753,0,0.9733122328495806,1,FP,Nikon EN-EL23 Rechargeable Li-ion Battery for P600/610 and P900,Nikon EN-EL9a Rechargeable Battery,,,69.99,49.95
test,borderline_false_positive,1547160#68819356,0,0.9733828015268864,1,FP,Garmin Striker Plus 5cv Fishfinder with GT-20TM Transducer,"Garmin 010-01872-00 Striker Plus 5Cv with Cv20-TM transducer, 5 inches",,Garmin,399,299.99
test,borderline_false_positive,56159566#7185118,0,0.9736283013075556,1,FP,Tissot Mens T-Race Cycling Dark Blue Watch T111.417.37.441.06,Tissot T-Race Cycling T111.417.27.441.00,Tissot,,385.95,433.78
test,borderline_false_positive,31981847#56354267,0,0.9738264343622768,1,FP,Dutch Doobadoo Dutch Card Art Stencil Window A4,Dutch Doobadoo Dutch Card Art Stencil appel A4 470.713.596,,,4.95,4.85
test,borderline_false_positive,19121174#27299211,0,0.974171815028882,1,FP,Genuine Brother LC223VALBP Ink Cartridge Multipack,Genuine High Capacity 3 Colour Brother LC1280XL Ink Cartridge Multipack (LC-1280XLC/M/Y),,Brother,66.01,61.48
test,borderline_false_positive,95629679#3745118,0,0.9747365308795264,1,FP,Peak Design Everyday Backpack 20L v2 - Midnight,Peak Design Everyday Backpack 20L V2,,Peak Design,259.95,1920
