split,error_group,pair_id,label,neural_score,neural_pred,outcome,left_title,right_title,left_brand,right_brand,left_price,right_price
test,false_positive_high_score,77900148#32297124,0,0.985988145392228,1,FP,Dutch Doobadoo - Dutch Card Art - Apple,Dutch Doobadoo - Dutch Card Art - Sneeuwbol,,,4.75,4.75
test,false_positive_high_score,6189668#76350435,0,0.9859838417494527,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,109.99,59.99
test,false_positive_high_score,30058882#4395083,0,0.9853527143881532,1,FP,DJI Mavic 2 Enterprise Dual with Shield Protection or Smart Controller,DJI Mavic 2 Enterprise Dual,DJI,,3350.00,999999
train,false_positive_high_score,14128915#67646392,0,0.985225816071231,1,FP,Shimano Dura-Ace CS-R9100 Cassette 11-speed,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,,,22265,559.0
train,false_positive_high_score,31276154#14128915,0,0.9852203686151996,1,FP,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,Shimano Dura-Ace CS-R9100 Cassette 11-speed,Shimano,,339.99,22265
test,false_positive_high_score,35452020#75325202,0,0.984643273521233,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,,,44.99,44.99
test,false_positive_high_score,6189668#45858702,0,0.9844342807519773,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,109.99,39.99
test,false_positive_high_score,74588061#6175893,0,0.9836606646198562,1,FP,Tissot T048.417.27.057.00,Đồng hồ Tissot T006.207.11.038.00,,,15910.00,18140000
test,false_positive_high_score,66481726#76350435,0,0.983635110892906,1,FP,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,59.99
test,false_positive_high_score,68464601#1547160,0,0.9832624512920772,1,FP,Garmin STRIKER Plus 7sv with Transducer,Garmin Striker Plus 5cv Fishfinder with GT-20TM Transducer,,,499.99,399
test,false_positive_high_score,90494765#29009865,0,0.9832386010143552,1,FP,Tissot T111.417.37.441.04 T-Race Cycling (Choose free two-day shipping at checkout),Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,,,4.95E2,11820000
valid,false_positive_high_score,83455425#35724064,0,0.9823898160223036,1,FP,Ubiquiti UVC-G3-FLEX UniFi Video Flex Manually Adjustable 1080p PoE Indoor/Outdoor IP Camera (3 Pack),Ubiquiti UVC-G3-FLEX UniFI IP Dome Camera,UBIQUITI,,195.91,$‎147.95
test,false_positive_high_score,25351062#66481726,0,0.982260337238618,1,FP,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,39.99,44.99
test,false_positive_high_score,37696616#18510686,0,0.9821737200727998,1,FP,Epson Premium Glossy Photo Paper - A4 - 20 Sheets,Epson A4 Glossy Photo Paper 20 Sheets,,,19.80,9.96
valid,false_positive_high_score,61976083#45988376,0,0.9818504001530656,1,FP,Brother HL-L6200DW Wireless High Speed Mono Laser Printer - Duplex Printer,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,,,529.00,$249.99
test,false_positive_high_score,24457389#52120879,0,0.981751817728926,1,FP,Sharp Toner Cyan 15k - MX-2640,Sharp Toner Cyan 15k - MX2300/2700,Sharp,Sharp,1295,1395
valid,false_positive_high_score,63386383#88950114,0,0.9809379599895608,1,FP,Fujifilm XF-56mm f1.2 APD,Fujifilm XF-56mm f1.2 R,,Fujifilm,999.00,879.49
test,false_positive_high_score,6189668#25351062,0,0.9801530338639132,1,FP,iPhone XR Screen - Fix Kit / New / Part Only / New,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,109.99,39.99
test,false_positive_high_score,56698149#18510686,0,0.9792200756464786,1,FP,Epson Ultra Glossy Photo Paper,Epson A4 Glossy Photo Paper 20 Sheets,Epson,,2150,9.96
test,false_positive_high_score,63634340#30137322,0,0.979204300474048,1,FP,"Zebra Black Monochrome Ribbon - K - 1,000 prints","Zebra Gold Monochrome Ribbon - 1,000 prints",zebra,zebra,,
test,false_positive_high_score,28797890#28797891,0,0.9791306324748912,1,FP,Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm),Shimano BR-M8120 XT 4-Piston Disc Brakes - Front Brake (1000mm),Shimano,Shimano,209.99,209.99
test,false_positive_high_score,88943801#66481726,0,0.978867827191914,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone SE Screen - Fix Kit / Black / New / Fix Kit / White / New / Part Only / Black / New / Part Only / White / New,,,59.99,44.99
test,false_positive_high_score,85035598#37728852,0,0.9788487709476243,1,FP,Fisher & Paykel WH8060J3 8kg Front Load Washing Machine,Fisher & Paykel 10kg Front Load Washing Machine,Fisher & Paykel,,799,1298
test,false_positive_high_score,88943801#6189668,0,0.9788188110952428,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone XR Screen - Fix Kit / New / Part Only / New,,,59.99,109.99
valid,false_positive_high_score,17212553#62172007,0,0.9787983226264116,1,FP,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,265,284
test,false_positive_high_score,88943801#35452020,0,0.978427161753343,1,FP,iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,59.99,44.99
test,false_positive_high_score,56698149#65979382,0,0.9779066213078014,1,FP,Epson Ultra Glossy Photo Paper,Epson Premium Glossy Photo A4 Paper (Pack of 50) C13S041624,Epson,,2150,36.11
test,false_positive_high_score,25351062#35452020,0,0.9775258592308296,1,FP,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,39.99,44.99
test,false_positive_high_score,35452020#45858702,0,0.9767914712158436,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,44.99,39.99
test,false_positive_high_score,75325202#25351062,0,0.9760138941464076,1,FP,iPhone SE Screen - Fix Kit / Black / 全新 / Fix Kit / White / 全新 / Part Only / Black / 全新 / Part Only / White / 全新,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,39.99
test,false_positive_high_score,56774153#60071236,0,0.975879648478435,1,FP,"Card Art Card Baby romper, Dutch Doobadoo 470.713.595",Dutch Doobadoo Card Art 3733 Snowdome,,,2.75,3.15
valid,false_positive_high_score,79599413#55369895,0,0.975729759010974,1,FP,"EPSON Multipack fr EPSON Stylus Photo R200 / R300 Inhalt: je 1x light cyan, cyan, light magenta, magenta, gelb, schwarz (neu: C13T04874010 / alt: C13T048140A0) R220 / R320 / R340 / RX500 / RX600 / RX620 / RX640",Epson STYLUS PHOTO R3000 BLACK INK,EPSON,,99.41,24.81
test,false_positive_high_score,35452020#76350435,0,0.9755459278505572,1,FP,iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,,,44.99,59.99
train,false_positive_high_score,98586705#25435848,0,0.975336973970805,1,FP,Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter,APPLE APPLE 60W MAGSAFE POWER ADAPTER,,APPLE,79.0000,1049.00
valid,false_positive_high_score,76444235#81158427,0,0.9753039815511524,1,FP,"HDD: 8 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb (ST8000NE001)","HDD: 16 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb",Seagate,Seagate,,
train,false_negative_low_score,30642803#60611010,1,0.0292144744109308,0,FN,Light Light Black T596900 UltraChrome HDR 350 ml,Epson GF Stylus Photo 7900/9900 Cartucho Gris Claro,,,"577,97 zł netto",156.71073
valid,borderline_false_positive,87747626#67358569,0,0.0300245134490611,1,FP,WESTERN DIGITAL - SSD 1TB BLUE 3D W530/R560MBPS 2.5 INTERNAL - WDS100T2B0A,Memoire SDXC KINGSTON 32GB Canvas Select microSDHC (microSD) + Adapter SD,,KINGSTON,115.00,9.99
train,borderline_false_positive,5316224#12750791,0,0.0300313872192287,1,FP,"Powerlink 2 9-Speed: 9-Speed, Each",Park Tool PH-1.2 P-Handle Hex Wrench Set - Tool Set,SRAM,Park Tool,4.99,76.95
train,borderline_false_positive,30869320#63561929,0,0.0300846565872172,1,FP,GoPro Dual Battery Charger + Battery for HERO4,Cooler Master N300 ATX Mesh Front Case,GoPro,Cooler Master,4.02E1,79
train,borderline_false_positive,65557160#79680457,0,0.0300997464823891,1,FP,Shimano SM-SH11 SPD-SL Road Cleats,Cooler Master Hyper H411R Tower CPU Cooler,Shimano,Coolermaster,1310.0,25.07
train,borderline_false_positive,98586705#19611148,0,0.0300997909035892,1,FP,Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter,"CANON PGI-5 BLACK ( Pixma MP500/800,Pixma IP5200, 5200R, 4200) 2/",,,79.0000,2380
test,borderline_false_positive,42516050#36305406,0,0.0301269446028742,1,FP,Hikvision DS-2CD2347G1-LU 4mm,Uni Posca Marker PC-3M 0.9-1.3MM Brown,,,Please Log in,18.37
train,borderline_false_positive,21718714#10015329,0,0.0301588269579979,1,FP,Corsair Carbide 175R RGB Computer Case,iPhone 4 Replacement Battery - Fix Kit / Nuovo / Part Only / Nuovo,,,81.55,14.99
train,borderline_false_positive,47945443#53439915,0,0.0301670355600059,1,FP,OKI 43865724 Style Black Compatible Toner,Corsair 16GB DDR4 Vengeance LPX 2133MHz Memory Kit for Skylake,,Corsair,30.99,58.52
test,borderline_false_positive,63701190#22770537,0,0.030167999827891,1,FP,DS-7604NI-K1-4P Hikvision 4 channel NVR 8MP 4 PoE,Epson Encre Cyan XL (4 000 p),Hikvision,Epson,0.00,77.47
train,borderline_false_positive,74461011#90790780,0,0.0301738042079486,1,FP,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black,ASUS PRIME B365M-A (1151-V2) (D) (90MB10N0-M0EAY0),Corsair,ASUS,293,31890
valid,borderline_false_positive,23379316#24477290,0,0.0301758399338545,1,FP,Hewlett Packard Enterprise 872475-B21,4CH HIKVISION 4MP DVR HDMI TURBO 1080P DS-7204HQHI-K1,,HIKVISION,141.23,0.00
valid,borderline_false_positive,98508510#48680065,0,0.0301763474951158,1,FP,Corsair Vengeance LPX 32GB (4x8GB) DDR4 2666MHz Quad Channel Memory (RAM) Kit,Apple Apple 60W MagSafe 2 Power Adapter MD565LL/A,Corsair,Apple,154.87,79.00
test,borderline_false_positive,9807267#36026562,0,0.0301809809316089,1,FP,Park Tool Park Tool TWS-2 Folding Torx Wrench Set,Cable Belkin DuraTek Lightning a USB - Oro,Park Tool,Belkin,19.99,89000
test,borderline_false_positive,72355176#96544542,0,0.0302186085887012,1,FP,Kingston DataTraveler 104 16GB USB 2.0 Flash Drive,Swiss Military Hanowa06-4280.09.009CH Undercover montre,Kingston,Swiss Military Hanowa,8.00,164.95
train,borderline_false_positive,69401250#18394687,0,0.0302270382632523,1,FP,Shimano 105 R7000 11 Speed Rear Derailleur,Ubiquiti Infrared Video Camera G3 Micro,Shimano,Ubiquiti,£48.00,343.64
train,borderline_false_positive,2025223#75224279,0,0.0304108810368266,1,FP,APC Smart-UPS 1000VA LCD RM,Ubiquiti UniFi 4K Ultra HD Camera,APC,Ubiquiti,7047,482.99
test,borderline_false_positive,57297547#72355176,0,0.0304439388295675,1,FP,Ray Ban N/a 4184 Sunglasses,Kingston DataTraveler 104 16GB USB 2.0 Flash Drive,,Kingston,179.0,8.00
train,borderline_false_positive,3766219#22106476,0,0.0304501602367538,1,FP,"UBIQUITI UniFi Video Camera G3 Bullet, 3 pack (UVC-G3-BULLET-3)",LaCie Mobile Drive STHG4000400 - hard drive - 4 TB - USB 3.1 Gen 2,Ubiquiti Networks,,390.35,134.99
valid,borderline_false_positive,73760575#51100549,0,0.0304507610132626,1,FP,Bonnet New Era Oakland Raiders HM Knitted Cap,Canon PGI-570PGBK Tinte Pigment-Schwarz,,,3.19E1,16.56
valid,borderline_false_positive,10032858#17212553,0,0.0304777393677683,1,FP,8CH HIKVISION 8MP DVR 4K TURBO AOC AUDIO OVER COAX- DS-7208HUHI-K1 (S),Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,HIKVISION,Corsair,0.00,265
test,borderline_false_positive,61136589#6864961,0,0.0304849631477016,1,FP,"Smart Cover for iPad Pro 10.5\""",ATH-SR50BT Wireless Bluetooth Over-Ear Headphones (Black),Apple,Audio Technica,,199.00
valid,borderline_false_positive,19059611#47734597,0,0.0305009400433042,1,FP,Ubiquiti UVC G3 IR LED Range Extender for UniFi UVC-G3,Logitech G402 muis USB Type-A Optisch 4000 DPI,Ubiquiti,Logitech,139,42.37
train,borderline_false_positive,42710#92002110,0,0.0305354308488966,1,FP,Original PATRONE Epson T5805 Light Cyan,Switch Netgear - ProSafe Switch PLUS 8porte Gigabit,,,50.95,5.0760000000000005E1
train,borderline_false_positive,33622216#70233715,0,0.0305501711475964,1,FP,DS-1273ZJ-140 Outdoor Indoor Wall Mount Bracket for Hikvision Dome Camera,"RAM Mount Double Socket Clamp Arm - LONG - for 1.5\"" C Size Balls",LINOVISION,RAM Mount,31.99,85.00
train,borderline_false_positive,54656100#78889745,0,0.0305577284741143,1,FP,DVR 4 canale Hikvision TurboHD 3MP DS-7204HQHI-K1,"Crucial BX500 120GB 2.5\"" SATA III",Hikvision,Crucial,295.000048,19.85
valid,borderline_false_positive,5483712#65457703,0,0.0305581291069177,1,FP,Samsung SSD860 PRO series 1TB ( 560MB/s Read 530MB/s ),ADATA XPG SX8200 Pro NVME 256GB M.2 SSD,Samsung,Adata,281.95,49.99
train,borderline_false_positive,21548544#57470875,0,0.0305591570057538,1,FP,Zebra 800015-101 Black (K) Resin Monochrome Ribbon - 1000 Prints,Canon PGI-9G / Green / original / ink tank / for PIXMA Pro9500 | 1041B001,,,13.18,1.53E1
test,borderline_false_positive,90124191#91337903,0,0.0305701623042934,1,FP,Longines Heritage Classic Sector Dial,Citizen Men's Eco Drive Stainless Steel Watch,,Citizen,2150.00,495.00
valid,borderline_false_positive,701862#74306627,0,0.030585507034511,1,FP,TP-Link 300Mbps Wireless N ( 2.4GHZ ) Router,Intel Core i7 9700F Soket 1151 3.0GHz 12MB Cache lemci,TP-Link,Intel,16.95,
train,borderline_false_positive,13938844#98423908,0,0.0305997678578068,1,FP,Corsair ML140 Pro LED 140mm Premium Mag-Lev Fan Blue,"RAM Short Double Socket Arm for C Size 1.5\"" Balls",Corsair,,32,$17.13 (AUD)
test,borderline_false_positive,47272682#73060691,0,0.0306211292587869,1,FP,Shure SM58-LC Legendary Dynamic Vocal Microphone,Lexar JumpDrive S57 USB 3.0 flash drive 128GB,Shure,,2149.0,36.49
test,borderline_false_positive,16993914#89379363,0,0.0306668500938755,1,FP,"Striker Plus 5cv, Worldwide w/GT20",Stick 64 GB Kingston DataTraveler 20 2.0 DT20/64GB,Garmin,Kingston,369.00,28.57
test,borderline_false_positive,54322978#75523740,0,0.0306846083773476,1,FP,Sony FE 400mm f/2.8 GM OSS,Canon EF 24-105mm f4 L IS II USM,,,,1029.00
test,borderline_false_positive,3745118#65991083,0,0.0307289430631693,1,FP,Peak Design Everyday Backpack 20L V2,Rayban Aviator 3025 001/3E 58 14,Peak Design,RAYBAN,1920,107.25
train,borderline_false_positive,45752062#34370737,0,0.0307328216152002,1,FP,WD Elements Portable WDBU6Y0020BBKhard drive - 2 TB - USB 3.0,Catalyst 2960 48 10/100 Ports + 2 1000BT LAN Base Image,WD,CISCO,"99,16",€ 5313.02
test,borderline_false_positive,60029334#62727334,0,0.0307681990166239,1,FP,Continental Grand Prix 4-Season Tires - 700 x 32c (Folding Bead),Maxxis Minion DHR 2 Skin Wall 29 X 2.4 WT EXO TR,Continental,QBP,49.95,74.99
test,borderline_false_positive,36514214#84271012,0,0.0308107581387666,1,FP,"12 GAUGE WINCHESTER SUPER TARGET 2-3/4\"" #8 SHOT (25 ROUNDS)",70mm X 120mm Tarot Card Board Game Sleeves (50 ct.),,Ultra PRO,10.25,0.0
train,borderline_false_positive,47070583#37719199,0,0.0308231788343909,1,FP,Kingston Digital Canvas Select 128GB microSD Card w/ Adapter (SDCS-128GB),Manfrotto MVH502A Fluid Head and MVT502AM Tripod with Carrying Bag,Kingston Digital,,,569.99
valid,borderline_false_positive,71922295#96889697,0,0.0308420617981358,1,FP,"Kingston DataTraveler SE9 G2 64 GB, USB 3.0 Stick",Memoire DDR4 G.Skill Trident Z F4-3600C16D-16GTZNC,,G.Skill,10.5,156.99
valid,borderline_false_positive,10214898#84262325,0,0.0308437740547972,1,FP,Swiss Military Hanowa Flagship 06-5161.2.04.007,CANON 707 (LBP-5000) Cyan,,,1895.00,
train,borderline_false_positive,80932957#26230801,0,0.030947356597125,1,FP,Seagate IronWolf Pro ST16000NE000hard drive - 16 TB - SATA 6Gb/s,Tissot VisoDate Heritage Mesh Bracelet Watch,,,430.93,195
test,borderline_false_positive,84936223#25895411,0,0.0310252788696038,1,FP,Ray Ban Grey Gradient Aviator Sunglasses RB3589 90548G 55 RB3589 90548G 55,Garmin STRIKER™ Plus 7SV w/CV52HW-TM Transducer,Ray Ban,Garmin,79.99,500.00
train,borderline_false_positive,5397066#10496,0,0.031056032789319,1,FP,TRAVELER'S Notebook 012 Sketch Paper Refill // Regular,Zebra TrueColours ix Series Monochrome - 1 - black - print ribbon,,,2.2E1,28.99
train,borderline_false_positive,95282914#36295476,0,0.0310593081412487,1,FP,Jabra Evolve 80 UC stereo SKype for Business,Corsair ML140 Magnetic Levitation 140mm Case Fan - Twin Pack,Jabra,Corsair,"€ 230,35",44.99
train,borderline_false_positive,72600552#41987114,0,0.0311153004124567,1,FP,Casquette New Era NY Yankees 39Thirty Cap,Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007,,Daniel Wellington,2.59E1,140.83
valid,borderline_false_positive,48440405#63697794,0,0.0311154300033105,1,FP,Lacie 4TB USB-C Mobile Drive prenosni disk,Samsung Dysk SSD Portable T7 2TB USB 3.2 GEN.2 BLUE,,,,1652.99
train,borderline_false_positive,66652299#65983637,0,0.0311260386704971,1,FP,Cooler Master Hyper H411R CPU Cooler White LED,TP Link TL-WA860RE 300Mbps Wi-Fi Range Extender with AC Passthrough,Cooler Master,TP Link,35,23.19
valid,borderline_false_positive,2700113#72137556,0,0.0311632462053702,1,FP,"D'Addario D'Addario EXL165 Nickel Wound, Bass Custom Light, 45-105, Long Scale","16GB Kit (2 x 8GB) Vengeance RGB Pro DDR4 3000MHz, CL15, White, RGB LED, DIMM Memory",D'Addario,,19.99,100.03
test,borderline_false_positive,17618186#59485992,0,0.0311752602710001,1,FP,CT-S500 CHAIN TENSIONER ALFINEBLACK,C13S050193-Developer Cartridge - Cyan 1.5K,,,48.0,5245.00
train,borderline_false_positive,80500885#36208560,0,0.031221685212973,1,FP,Traveler's Notebook / Refill 001 / Lined Notebook,Ubiquiti EdgeSwitch 16 Port 150W Layer 3 Managed PoE Switch,,Ubiquiti Networks (UBNT),4.9E0,329.14
train,borderline_false_negative,30642803#60611010,1,0.0292144744109308,0,FN,Light Light Black T596900 UltraChrome HDR 350 ml,Epson GF Stylus Photo 7900/9900 Cartucho Gris Claro,,,"577,97 zł netto",156.71073
valid,true_positive_high_score,35589885#96929485,1,1.0,1,TP,"APC Smart-UPS RT - USV - 19\""-Rack montierbar - 230 V",BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,,APC,12351.33,205000000
valid,true_positive_high_score,58786972#46197341,1,0.9982281441825804,1,TP,Razer Ornata Chroma Gaming Keyboard,"Tastatura Razer Ornata Chroma â€“ Multi-color Membrane Gaming Keyboard - US Layout, Wired USB Connection, Razer Mecha-Membrane Technology, Mid-height keycaps, Razer Chroma backlighting, Ergonomic wris",,,199.95,851.82
test,true_positive_high_score,196253#6175893,1,0.9981620572663652,1,TP,Tissot Le Locle T006.207.11.038.00,Đồng hồ Tissot T006.207.11.038.00,,,423.00,18140000
valid,true_positive_high_score,29732271#89895212,1,0.9975414935731608,1,TP,"Cooler Master Hyper H411R CPU Cooler with 92mm White LED PWM Fan, 4 Heat Pipes / Direct Contact / Aluminum Fins Intel: LGA 2066 / 2011-3 / 2011/1200/ 1151 /1150 /1155 /1156 / 1366 / 775, AMD AM4 / AM3+ / AM3 / AM2+ / AM2 / FM2+ / FM2 / FM1",Cooler Master CPU Cooler Hyper H411R,,,45,79
test,true_positive_high_score,55154351#51848095,1,0.9964832420073576,1,TP,TISSOT EVERYTIME MEDIUM T109.410.11.033.00 (T109.410.11.033.00),Tissot T109.410.11.033.00,,,260.00,20390
valid,true_positive_high_score,36012861#40412085,1,0.995381080896421,1,TP,Tissot Tradition T063.617.16.057.00,Tissot T-Classic T063.617.16.057.00 Tradition Chrono Black 42mm,,,365.55,10250000
train,true_positive_high_score,56736608#95961137,1,0.9937040990659328,1,TP,Atomos Coiled Full HDMI to Full HDMI Cable (30cm) - ATOMCAB010,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos,,29.00,22.96
valid,true_positive_high_score,6666822#46096282,1,0.9935380320111086,1,TP,Corsair K55 RGB Gaming Keyboard,CORSAIR K55 RGB Gaming Keyboard - Quiet & Satisfying LED Backlit Keys - Media Controls - Wrist Rest Included – Onboard Macro Recording | CH-9206015-NA,,,3850.00,308.00
test,true_positive_high_score,84686125#35452020,1,0.993353129113886,1,TP,"iPhone 7 Plus Lightning Connector Assembly, New, Fix Kit - Grey",iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,69.99,44.99
